title,release_year,decade,primary_genre,budget_tier,budget,revenue,roi,imdb_rating,tomatometer_rating,audience_rating
U-571,2000,2000s,Action,Blockbuster,62000000.0,127666415.0,105.91357258064517,6.6,68.0,62.0
The Virgin Suicides,1999,1990s,Drama,Low,6000000.0,10409377.0,73.48961666666666,7.2,77.0,81.0
Jennifer Eight,1992,1990s,Crime,High,20000000.0,11390479.0,-43.047605,6.3,,
The Flintstones in Viva Rock Vegas,2000,2000s,Science Fiction,Blockbuster,83000000.0,59468275.0,-28.35147590361446,3.8,25.0,20.0
Where the Heart Is,2000,2000s,Comedy,Mid,15000000.0,33771174.0,125.14116,6.7,10.0,58.0
The Big Kahuna,2000,2000s,Comedy,Mid,7000000.0,3728888.0,-46.730171428571424,6.5,73.0,71.0
Carnosaur,1993,1990s,Horror,Low,1000000.0,1753979.0,75.39789999999999,3.7,,
Gladiator,2000,2000s,Action,Blockbuster,103000000.0,457640427.0,344.3110941747573,8.5,31.0,68.0
Human Traffic,1999,1990s,Comedy,Low,600000.0,4000000.0,566.6666666666667,7.1,59.0,89.0
The Lords of Flatbush,1974,1970s,Drama,Low,160000.0,4000000.0,2400.0,5.6,64.0,42.0
Battlefield Earth,2000,2000s,Action,Blockbuster,44000000.0,21400000.0,-51.36363636363637,2.5,3.0,12.0
Center Stage,2000,2000s,Drama,High,18000000.0,17200925.0,-4.439305555555555,6.7,42.0,82.0
Hamlet,2000,2000s,Drama,Low,2000000.0,1568749.0,-21.56255,5.9,95.0,80.0
Pee-wee's Big Adventure,1985,1980s,Adventure,Low,6000000.0,40940662.0,582.3443666666667,7.1,87.0,79.0
Dinosaur,2000,2000s,Animation,Blockbuster,127500000.0,354248063.0,177.8416180392157,6.4,64.0,48.0
Road Trip,2000,2000s,Comedy,Mid,16000000.0,119754278.0,648.4642375,6.5,58.0,65.0
The Hollywood Knights,1980,1980s,Comedy,Low,2500000.0,10000000.0,300.0,6.2,14.0,70.0
The Myth Of Fingerprints,1997,1990s,Drama,Low,2000000.0,458815.0,-77.05925,6.0,,
Mission: Impossible II,2000,2000s,Adventure,Blockbuster,125000000.0,546388105.0,337.110484,6.1,,
Shanghai Noon,2000,2000s,Adventure,Blockbuster,55000000.0,56932305.0,3.5132818181818184,6.6,79.0,65.0
The Gold Rush,1925,1920s,Adventure,Low,923000.0,2500000.0,170.85590465872156,8.1,100.0,93.0
On Her Majesty's Secret Service,1969,1960s,Adventure,Mid,6500000.0,81974493.0,1161.146046153846,6.7,81.0,64.0
The Spy Who Loved Me,1977,1970s,Adventure,Mid,14000000.0,185438673.0,1224.56195,7.0,80.0,76.0
Moonraker,1979,1970s,Action,High,34000000.0,210308099.0,518.5532323529411,6.3,60.0,43.0
The Man with the Golden Gun,1974,1970s,Adventure,Mid,7000000.0,97572000.0,1293.8857142857144,6.7,41.0,55.0
Big Momma's House,2000,2000s,Crime,High,30000000.0,173959438.0,479.8647933333333,5.3,30.0,57.0
American Gigolo,1980,1980s,Thriller,Low,4800000.0,22743674.0,373.8265416666667,6.3,68.0,51.0
The Guns of Navarone,1961,1960s,Action,Low,6000000.0,28900000.0,381.6666666666667,7.5,92.0,86.0
Stay Tuned,1992,1990s,Comedy,High,25000000.0,10736401.0,-57.054396,6.3,47.0,55.0
Blazing Saddles,1974,1970s,Western,Low,2600000.0,119500000.0,4496.153846153846,7.7,88.0,91.0
Eraserhead,1977,1970s,Drama,Low,10000.0,7000000.0,69900.0,7.2,90.0,83.0
For a Few Dollars More,1965,1960s,Western,Low,600000.0,15000000.0,2400.0,8.2,,
Flatliners,1990,1990s,Drama,High,26000000.0,61489265.0,136.49717307692308,6.6,48.0,59.0
Porky's,1981,1980s,Comedy,Low,4000000.0,125728258.0,3043.20645,6.2,,
Porky's II: The Next Day,1983,1980s,Comedy,Mid,6500000.0,33759266.0,419.3733230769231,5.0,,
Porky's 3: Revenge,1985,1980s,Comedy,Mid,9000000.0,20518905.0,127.98783333333331,4.8,,
Predator 2,1990,1990s,Science Fiction,High,35000000.0,57120318.0,63.20090857142857,6.3,31.0,44.0
The Running Man,1987,1980s,Action,High,27000000.0,38122105.0,41.19298148148148,6.6,64.0,60.0
Starman,1984,1980s,Action,High,22000000.0,28744356.0,30.65616363636364,7.0,85.0,69.0
Alien Nation,1988,1980s,Crime,Mid,16000000.0,32155047.0,100.96904375,6.3,53.0,44.0
Mad Max,1979,1970s,Adventure,Low,400000.0,100000000.0,24900.0,6.8,90.0,70.0
Mad Max 2: The Road Warrior,1981,1980s,Adventure,Low,2000000.0,24600832.0,1130.0416,7.6,93.0,86.0
Mad Max Beyond Thunderdome,1985,1980s,Action,Mid,12305523.0,36230219.0,194.42242316722337,6.2,80.0,49.0
Angel Heart,1987,1980s,Horror,Mid,17000000.0,17185632.0,1.0919529411764706,7.2,79.0,81.0
Nine 1/2 Weeks,1986,1980s,Drama,Mid,17000000.0,6735922.0,-60.3769294117647,5.9,,
Firestarter,1984,1980s,Fantasy,Mid,15000000.0,17080167.0,13.86778,6.1,37.0,53.0
Action Jackson,1988,1980s,Action,Mid,7000000.0,20256975.0,189.38535714285717,5.6,13.0,32.0
Gone in Sixty Seconds,2000,2000s,Action,Blockbuster,90000000.0,237202299.0,163.55811,6.5,,
Love's Labour's Lost,2000,2000s,Comedy,Mid,13000000.0,299792.0,-97.69390769230768,5.9,49.0,40.0
Shaft,1971,1970s,Adventure,Low,4000000.0,12121618.0,203.04045,6.6,88.0,68.0
The Conversation,1974,1970s,Crime,Low,1600000.0,4420000.0,176.25,7.7,96.0,90.0
The Fury,1978,1970s,Horror,Low,5500000.0,24000000.0,336.3636363636364,6.3,75.0,49.0
Serpico,1973,1970s,Crime,Low,3000000.0,29800000.0,893.3333333333334,7.7,90.0,88.0
Ace in the Hole,1951,1950s,Drama,Low,1821052.0,1300000.0,-28.61269200440185,8.0,,
The Sugarland Express,1974,1970s,Crime,Low,3000000.0,12800000.0,326.6666666666667,6.7,85.0,66.0
Big Trouble in Little China,1986,1980s,Action,High,25000000.0,11000000.0,-56.00000000000001,7.2,78.0,82.0
Boys and Girls,2000,2000s,Comedy,Mid,16000000.0,20627372.0,28.921075,5.4,11.0,50.0
Shaft,2000,2000s,Action,Blockbuster,46000000.0,107196498.0,133.0358652173913,6.0,88.0,68.0
Titan A.E.,2000,2000s,Animation,Blockbuster,75000000.0,36754634.0,-50.99382133333334,6.6,51.0,60.0
Butterfly,1999,1990s,Drama,Low,3000000.0,6000000.0,100.0,7.6,,
Chicken Run,2000,2000s,Animation,Blockbuster,45000000.0,224834564.0,399.6323644444444,7.1,97.0,64.0
"Me, Myself & Irene",2000,2000s,Comedy,Blockbuster,51000000.0,149270999.0,192.68823333333333,6.6,47.0,57.0
The Patriot,2000,2000s,Drama,Blockbuster,110000000.0,215294342.0,95.72212909090908,7.2,61.0,81.0
The Adventures of Rocky & Bullwinkle,2000,2000s,Action,Blockbuster,76000000.0,35134820.0,-53.76997368421053,4.3,43.0,20.0
The Perfect Storm,2000,2000s,Drama,Blockbuster,120000000.0,325756637.0,171.46386416666667,6.5,47.0,64.0
Missing in Action,1984,1980s,Action,Low,1500000.0,22812411.0,1420.8274,5.5,19.0,42.0
Missing in Action 2: The Beginning,1985,1980s,Action,Low,2410000.0,10755447.0,346.28410788381746,5.4,,
House Party,1990,1990s,Comedy,Low,2500000.0,26386000.0,955.44,6.5,93.0,82.0
Shaft in Africa,1973,1970s,Adventure,Low,2142000.0,1458000.0,-31.93277310924369,5.9,60.0,52.0
Shaft's Big Score!,1972,1970s,Action,Low,1978000.0,10000000.0,405.5611729019211,6.1,58.0,47.0
The Kid,2000,2000s,Fantasy,Blockbuster,65000000.0,69700000.0,7.230769230769231,6.1,100.0,95.0
Scary Movie,2000,2000s,Comedy,High,19000000.0,278019771.0,1363.2619526315789,6.3,53.0,43.0
But I'm a Cheerleader,1999,1990s,Comedy,Low,1200000.0,2600000.0,116.66666666666669,6.9,40.0,74.0
Footloose,1984,1980s,Drama,Mid,8200000.0,80035402.0,876.0414878048781,6.6,52.0,71.0
Duel in the Sun,1946,1940s,Western,Low,6000000.0,20400000.0,240.0,6.7,,
X-Men,2000,2000s,Adventure,Blockbuster,75000000.0,296339527.0,295.11936933333334,7.3,81.0,83.0
The In Crowd,2000,2000s,Thriller,Mid,15000000.0,5217498.0,-65.21668000000001,4.7,2.0,38.0
What Lies Beneath,2000,2000s,Drama,Blockbuster,100000000.0,155464351.0,55.464351,6.6,46.0,58.0
Pokémon: The Movie 2000,1999,1990s,Adventure,High,30000000.0,133949270.0,346.49756666666667,6.1,,
Sinbad and the Eye of the Tiger,1977,1970s,Action,Low,3500000.0,16000000.0,357.1428571428572,6.4,60.0,55.0
What About Bob?,1991,1990s,Comedy,High,35000000.0,63710000.0,82.02857142857142,7.0,84.0,79.0
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972,1970s,Comedy,Low,2000000.0,18016290.0,800.8145000000001,6.7,,
Love and Death,1975,1970s,History,Low,3000000.0,20173742.0,572.4580666666666,7.6,100.0,90.0
Nutty Professor II: The Klumps,2000,2000s,Fantasy,Blockbuster,84000000.0,123307945.0,46.79517261904762,4.5,26.0,33.0
Coyote Ugly,2000,2000s,Comedy,Blockbuster,45000000.0,113916474.0,153.14772000000002,5.8,23.0,71.0
Hollow Man,2000,2000s,Action,Blockbuster,95000000.0,190213455.0,100.2246894736842,5.9,27.0,28.0
Space Cowboys,2000,2000s,Action,Blockbuster,65000000.0,128884132.0,98.28328,6.5,78.0,53.0
Saving Grace,2000,2000s,Crime,Mid,10000000.0,26330482.0,163.30482,6.9,63.0,83.0
The Crush,1993,1990s,Drama,Low,6000000.0,13609396.0,126.82326666666664,5.9,25.0,41.0
Kelly's Heroes,1970,1970s,Adventure,Low,4000000.0,5200000.0,30.0,7.6,78.0,88.0
Phantasm II,1988,1980s,Action,Low,3000000.0,7282851.0,142.7617,6.4,38.0,57.0
Pumpkinhead,1988,1980s,Fantasy,Low,3500000.0,4385516.0,25.30045714285714,6.2,65.0,48.0
Silent Fall,1994,1990s,Drama,High,30000000.0,3180674.0,-89.39775333333333,5.9,22.0,39.0
The Cell,2000,2000s,Horror,High,33000000.0,104155843.0,215.62376666666668,6.4,45.0,57.0
Godzilla 2000,1999,1990s,Adventure,Low,1000000.0,10037390.0,903.739,6.0,57.0,54.0
The Naked Gun: From the Files of Police Squad!,1988,1980s,Comedy,Mid,12000000.0,78756177.0,556.301475,7.6,88.0,84.0
The Naked Gun 2½: The Smell of Fear,1991,1990s,Comedy,High,23000000.0,86930411.0,277.9583086956522,6.9,,
Shane,1953,1950s,Drama,Low,3100000.0,20000000.0,545.1612903225806,7.6,97.0,81.0
Supergirl,1984,1980s,Adventure,High,35000000.0,14296438.0,-59.15303428571429,4.4,9.0,26.0
The Art of War,2000,2000s,Crime,High,40000000.0,30199105.0,-24.5022375,5.7,16.0,36.0
Bring It On,2000,2000s,Comedy,High,28000000.0,90449929.0,223.0354607142857,6.2,63.0,66.0
Highlander: Endgame,2000,2000s,Action,High,25000000.0,15843608.0,-36.625568,4.6,11.0,38.0
The Way of the Gun,2000,2000s,Action,Mid,8500000.0,19125401.0,125.00471764705884,6.6,45.0,70.0
Almost Famous,2000,2000s,Drama,Blockbuster,60000000.0,47383689.0,-21.027185,7.9,89.0,92.0
Under Suspicion,2000,2000s,Mystery,High,25000000.0,260562.0,-98.957752,6.4,49.0,49.0
Urban Legends: Final Cut,2000,2000s,Horror,Mid,14000000.0,38574362.0,175.53115714285715,4.4,9.0,20.0
Dancer in the Dark,2000,2000s,Drama,Mid,12800000.0,40031879.0,212.7490546875,7.9,69.0,91.0
The Broken Hearts Club: A Romantic Comedy,2000,2000s,Comedy,Low,1000000.0,1744858.0,74.4858,6.9,,
Remember the Titans,2000,2000s,Drama,High,30000000.0,136706683.0,355.6889433333333,7.8,73.0,93.0
Hellraiser,1987,1980s,Horror,Low,1000000.0,14564027.0,1356.4027,6.9,72.0,72.0
Hellbound: Hellraiser II,1988,1980s,Horror,Low,3000000.0,12090735.0,303.0245,6.4,50.0,58.0
Hellraiser III: Hell on Earth,1992,1990s,Horror,Low,5000000.0,12534961.0,150.69922,5.5,39.0,35.0
Voyage to the Bottom of the Sea,1961,1960s,Adventure,Low,1580000.0,7000000.0,343.0379746835443,6.0,76.0,40.0
Fantastic Voyage,1966,1960s,Adventure,Low,5115000.0,12000000.0,134.6041055718475,6.8,91.0,67.0
Get Carter,2000,2000s,Action,Blockbuster,63600000.0,19412993.0,-69.47642610062893,5.2,84.0,85.0
Meet the Parents,2000,2000s,Comedy,Blockbuster,55000000.0,330444045.0,500.8073545454545,7.0,84.0,79.0
Requiem for a Dream,2000,2000s,Crime,Low,4500000.0,7390108.0,64.22462222222222,8.3,79.0,93.0
The Ladies Man,2000,2000s,Comedy,High,24000000.0,13700000.0,-42.91666666666666,5.2,11.0,42.0
Ghoulies,1984,1980s,Comedy,Low,1000000.0,35000000.0,3400.0,4.2,,
Billy Elliot,2000,2000s,Drama,Low,5000000.0,110000000.0,2100.0,7.7,85.0,89.0
Bedazzled,2000,2000s,Fantasy,Blockbuster,48000000.0,90383208.0,88.29835,6.1,50.0,42.0
Pay It Forward,2000,2000s,Drama,High,40000000.0,55707411.0,39.2685275,7.2,39.0,77.0
The Little Vampire,2000,2000s,Family,High,22000000.0,13555988.0,-38.38187272727273,5.8,55.0,55.0
Charlie's Angels,2000,2000s,Action,Blockbuster,92000000.0,264105545.0,187.0712445652174,5.7,68.0,45.0
The Legend of Bagger Vance,2000,2000s,Fantasy,Blockbuster,80000000.0,39459427.0,-50.67571625,6.7,43.0,65.0
Men of Honor,2000,2000s,Drama,High,32000000.0,48814909.0,52.546590625,7.2,42.0,81.0
Red Planet,2000,2000s,Thriller,Blockbuster,80000000.0,33463969.0,-58.17003875,5.7,14.0,28.0
Diamonds Are Forever,1971,1970s,Adventure,Mid,7200000.0,116019547.0,1511.3825972222223,6.5,64.0,58.0
The 6th Day,2000,2000s,Science Fiction,Blockbuster,82000000.0,96085477.0,17.177410975609757,6.0,40.0,32.0
Bounce,2000,2000s,Drama,High,35000000.0,36779296.0,5.083702857142857,5.8,52.0,32.0
How the Grinch Stole Christmas,2000,2000s,Family,Blockbuster,123000000.0,345141403.0,180.60276666666667,6.4,100.0,98.0
102 Dalmatians,2000,2000s,Comedy,Blockbuster,85000000.0,183611771.0,116.01384823529412,4.9,31.0,32.0
Quills,2000,2000s,Drama,Mid,13500000.0,7060876.0,-47.697214814814814,7.2,75.0,83.0
Unbreakable,2000,2000s,Science Fiction,Blockbuster,75000000.0,248118121.0,230.8241613333333,7.3,70.0,77.0
"Crouching Tiger, Hidden Dragon",2000,2000s,Adventure,Mid,17000000.0,213525736.0,1156.0337411764706,7.9,97.0,86.0
Dungeons & Dragons,2000,2000s,Action,High,35000000.0,15185241.0,-56.613597142857145,3.7,10.0,19.0
Vertical Limit,2000,2000s,Action,Blockbuster,75000000.0,215663859.0,187.551812,6.0,48.0,41.0
The Bounty,1984,1980s,Action,High,25000000.0,8613462.0,-65.546152,7.1,74.0,72.0
The Living Daylights,1987,1980s,Action,High,40000000.0,191185897.0,377.9647425,6.7,73.0,66.0
The Transformers: The Movie,1986,1980s,Animation,Low,6000000.0,5849647.0,-2.505883333333333,7.2,,
Wall Street,1987,1980s,Crime,Mid,15000000.0,43848069.0,192.32046,7.3,79.0,81.0
Born on the Fourth of July,1989,1980s,Drama,Mid,14000000.0,161001698.0,1050.0121285714283,7.2,85.0,76.0
Talk Radio,1988,1980s,Drama,Low,4000000.0,3468572.0,-13.2857,7.2,82.0,81.0
Brewster's Millions,1985,1980s,Comedy,High,20000000.0,45833132.0,129.16566,6.5,35.0,55.0
Snatch,2000,2000s,Thriller,Mid,10000000.0,83557872.0,735.57872,8.2,73.0,93.0
Punchline,1988,1980s,Comedy,Mid,15000000.0,21032267.0,40.215113333333335,5.9,56.0,42.0
Chocolat,2000,2000s,Comedy,High,25000000.0,152500343.0,510.001372,7.2,62.0,83.0
"Dude, Where’s My Car?",2000,2000s,Comedy,Mid,13000000.0,73180723.0,462.92863846153847,5.5,,
The Emperor's New Groove,2000,2000s,Adventure,Blockbuster,100000000.0,169327687.0,69.327687,7.4,85.0,83.0
What Women Want,2000,2000s,Comedy,Blockbuster,70000000.0,374111707.0,434.4452957142857,6.5,0.0,29.0
Finding Forrester,2000,2000s,Drama,Blockbuster,43000000.0,80049764.0,86.16224186046512,7.3,74.0,79.0
The Gift,2000,2000s,Horror,Mid,10000000.0,12008642.0,20.08642,6.7,57.0,55.0
Cast Away,2000,2000s,Adventure,Blockbuster,90000000.0,429632142.0,377.3690466666667,7.8,88.0,84.0
The House of Mirth,2000,2000s,Drama,Mid,10000000.0,5164404.0,-48.35596,7.0,,
Miss Congeniality,2000,2000s,Comedy,Blockbuster,45000000.0,212000000.0,371.1111111111112,6.4,41.0,69.0
"O Brother, Where Art Thou?",2000,2000s,Action,High,26000000.0,71868327.0,176.4166423076923,7.7,77.0,89.0
Dracula 2000,2000,2000s,Thriller,High,28000000.0,33000337.0,17.85834642857143,4.9,17.0,39.0
Thirteen Days,2000,2000s,Drama,Blockbuster,80000000.0,34566746.0,-56.79156749999999,7.3,83.0,80.0
Traffic,2000,2000s,Thriller,Blockbuster,48000000.0,207515725.0,332.3244270833333,7.5,93.0,85.0
Shadow of the Vampire,2000,2000s,Drama,Mid,8000000.0,8279017.0,3.4877125,6.9,82.0,74.0
Annie,1982,1980s,Comedy,Blockbuster,50000000.0,57059003.0,14.118006,6.6,57.0,69.0
Don't Tell Mom the Babysitter's Dead,1991,1990s,Comedy,Mid,10000000.0,25196249.0,151.96249,6.4,33.0,56.0
The Alamo,1960,1960s,Action,Mid,12000000.0,7900000.0,-34.166666666666664,6.8,52.0,63.0
At Close Range,1986,1980s,Crime,Mid,6500000.0,2347000.0,-63.892307692307696,6.9,87.0,79.0
Antitrust,2001,2000s,Action,High,30000000.0,18195610.0,-39.347966666666665,6.1,24.0,50.0
Save the Last Dance,2001,2000s,Drama,Mid,13000000.0,91038276.0,600.2944307692308,6.2,53.0,59.0
Panic,2000,2000s,Comedy,Low,1000000.0,779137.0,-22.0863,6.6,91.0,62.0
The Pledge,2001,2000s,Crime,High,35000000.0,29400000.0,-16.0,6.7,78.0,59.0
Sugar & Spice,2001,2000s,Crime,Mid,11000000.0,13276953.0,20.699572727272727,5.8,28.0,42.0
The Wedding Planner,2001,2000s,Comedy,High,35000000.0,94728529.0,170.65294,5.4,17.0,59.0
Barfly,1987,1980s,Comedy,Low,3000000.0,3221568.0,7.3856,7.1,77.0,82.0
Beverly Hills Cop II,1987,1980s,Action,High,20000000.0,299965036.0,1399.82518,6.6,47.0,57.0
Beverly Hills Cop,1984,1980s,Action,Mid,15000000.0,316360478.0,2009.0698533333332,7.4,82.0,82.0
Can't Buy Me Love,1987,1980s,Drama,Low,1800000.0,31623833.0,1656.8796111111112,6.8,48.0,74.0
Cherry 2000,1987,1980s,Science Fiction,Mid,10000000.0,14000.0,-99.86,5.6,38.0,41.0
Empire of the Sun,1987,1980s,Drama,High,35000000.0,22238696.0,-36.46086857142857,7.7,75.0,90.0
Ernest Goes to Camp,1987,1980s,Comedy,Low,3000000.0,23509382.0,683.6460666666667,5.5,,
The Evil Dead,1981,1980s,Horror,Low,350000.0,29400000.0,8300.0,7.3,95.0,84.0
Ishtar,1987,1980s,Action,Blockbuster,55000000.0,14375181.0,-73.86330727272727,4.8,37.0,39.0
Jaws: The Revenge,1987,1980s,Adventure,High,23000000.0,51881013.0,125.56962173913044,3.1,0.0,15.0
The Lost Boys,1987,1980s,Horror,Mid,8500000.0,32222567.0,279.08902352941175,7.2,76.0,85.0
Mannequin,1987,1980s,Fantasy,Low,6000000.0,42721196.0,612.0199333333334,6.0,21.0,55.0
Masters of the Universe,1987,1980s,Action,High,22000000.0,17336370.0,-21.19831818181818,5.4,17.0,40.0
The Monster Squad,1987,1980s,Horror,Mid,12000000.0,3769990.0,-68.58341666666666,6.9,62.0,78.0
Head Over Heels,2001,2000s,Comedy,Mid,14000000.0,10424470.0,-25.5395,5.5,,
Hannibal,2001,2000s,Crime,Blockbuster,87000000.0,351692268.0,304.2439862068965,6.8,39.0,62.0
Saving Silverman,2001,2000s,Comedy,High,22000000.0,19351569.0,-12.038322727272726,5.9,19.0,51.0
Recess: School's Out,2001,2000s,Science Fiction,Mid,10000000.0,44460850.0,344.6085,6.5,60.0,56.0
Sweet November,2001,2000s,Drama,High,40000000.0,65754228.0,64.38557,6.7,15.0,76.0
Monkeybone,2001,2000s,Adventure,Blockbuster,75000000.0,5409517.0,-92.78731066666668,4.8,19.0,27.0
3000 Miles to Graceland,2001,2000s,Action,Blockbuster,62000000.0,18720175.0,-69.80616935483872,6.0,14.0,46.0
The Mexican,2001,2000s,Action,Blockbuster,57000000.0,147845033.0,159.37725087719298,6.1,54.0,44.0
"Me, You, Them",2000,2000s,Comedy,Low,1900000.0,2070806.0,8.98978947368421,7.0,,
15 Minutes,2001,2000s,Action,Blockbuster,60000000.0,56359980.0,-6.0667,6.1,32.0,37.0
The Greatest Story Ever Told,1965,1960s,Drama,High,20000000.0,15473333.0,-22.633335,6.6,41.0,64.0
Elmer Gantry,1960,1960s,Drama,Low,3000000.0,10400000.0,246.66666666666669,7.7,,
Battle Beyond the Stars,1980,1980s,Science Fiction,Low,2000000.0,11000000.0,450.0,5.5,45.0,42.0
Death Warrant,1990,1990s,Action,Low,4000000.0,16853487.0,321.337175,5.7,,
Double Impact,1991,1990s,Thriller,Mid,15000000.0,30102717.0,100.68478,5.7,35.0,42.0
Harley Davidson and the Marlboro Man,1991,1990s,Action,High,23000000.0,7434726.0,-67.67510434782609,6.1,21.0,65.0
Losin' It,1983,1980s,Comedy,Mid,7000000.0,1246141.0,-82.19798571428572,5.0,,
Mermaids,1990,1990s,Comedy,High,31000000.0,35419397.0,14.25611935483871,6.7,74.0,70.0
Manhunter,1986,1980s,Crime,Mid,15000000.0,8620929.0,-42.52714,7.2,93.0,77.0
Death on the Nile,1978,1970s,Mystery,Mid,7920000.0,14560084.0,83.83944444444444,7.3,,
The Longest Yard,1974,1970s,Crime,Low,2900000.0,43008075.0,1383.0370689655172,7.1,79.0,75.0
C.H.U.D.,1984,1980s,Horror,Low,1250000.0,3412497.0,172.99975999999998,5.6,,
Enemy at the Gates,2001,2000s,War,Blockbuster,68000000.0,96976270.0,42.61216176470588,7.5,53.0,82.0
Exit Wounds,2001,2000s,Action,Blockbuster,50000000.0,79958599.0,59.917198000000006,5.6,33.0,45.0
Memento,2000,2000s,Mystery,Mid,9000000.0,39723096.0,341.3677333333333,8.4,93.0,94.0
Spy Kids,2001,2000s,Action,High,35000000.0,147934180.0,322.6690857142857,5.6,93.0,46.0
Tomcats,2001,2000s,Comedy,Mid,11000000.0,23430766.0,113.00696363636364,5.3,14.0,42.0
The Tailor of Panama,2001,2000s,Drama,High,21000000.0,28008462.0,33.37362857142857,6.1,77.0,46.0
Amores perros,2000,2000s,Drama,Low,2000000.0,20908467.0,945.42335,8.0,92.0,94.0
Along Came a Spider,2001,2000s,Crime,Blockbuster,60000000.0,105178561.0,75.29760166666667,6.4,32.0,53.0
Blow,2001,2000s,Crime,Blockbuster,53000000.0,83282296.0,57.13640754716981,7.5,55.0,87.0
Pokémon: Spell of the Unknown,2000,2000s,Adventure,Mid,16000000.0,68411275.0,327.57046875000003,5.9,,
Brigham City,2001,2000s,Crime,Low,1000000.0,852206.0,-14.7794,6.7,,
Bridget Jones's Diary,2001,2000s,Comedy,High,25000000.0,281929795.0,1027.71918,6.8,80.0,81.0
Joe Dirt,2001,2000s,Mystery,High,17700000.0,30987695.0,75.07172316384181,6.0,10.0,63.0
Crocodile Dundee in Los Angeles,2001,2000s,Adventure,High,21150000.0,39438674.0,86.4712718676123,4.9,11.0,25.0
Scarface,1983,1980s,Action,High,25000000.0,65884703.0,163.538812,8.3,98.0,86.0
Driven,2001,2000s,Action,Blockbuster,94000000.0,54744738.0,-41.7609170212766,4.6,14.0,33.0
Town & Country,2001,2000s,Comedy,Blockbuster,90000000.0,10372291.0,-88.47523222222222,4.5,13.0,14.0
The Mummy Returns,2001,2000s,Adventure,Blockbuster,98000000.0,433013274.0,341.85027959183674,6.4,47.0,63.0
Cleopatra,1963,1960s,Drama,High,31115000.0,71000000.0,128.18576249397398,7.0,62.0,69.0
Krull,1983,1980s,Fantasy,High,27000000.0,16519460.0,-38.81681481481481,6.1,32.0,51.0
The World According to Garp,1982,1980s,Comedy,Mid,17000000.0,29712172.0,74.77748235294118,7.1,74.0,79.0
A Home of Our Own,1993,1990s,Comedy,Mid,12000000.0,1703282.0,-85.80598333333333,7.1,50.0,73.0
For the Boys,1991,1990s,Music,High,40000000.0,23202444.0,-41.99389,6.4,43.0,75.0
Love Story,1970,1970s,Drama,Low,2200000.0,136400000.0,6100.0,6.9,68.0,75.0
A Knight's Tale,2001,2000s,Adventure,Blockbuster,65000000.0,117487473.0,80.74995846153847,7.0,59.0,79.0
Angel Eyes,2001,2000s,Drama,Blockbuster,53000000.0,29700000.0,-43.9622641509434,5.7,33.0,46.0
Shrek,2001,2000s,Adventure,Blockbuster,60000000.0,484409218.0,707.3486966666667,7.9,88.0,90.0
Moulin Rouge!,2001,2000s,Drama,Blockbuster,52500000.0,179213434.0,241.35892190476196,7.5,76.0,89.0
Pearl Harbor,2001,2000s,History,Blockbuster,140000000.0,449220945.0,220.8721035714286,6.3,24.0,66.0
Postcards from the Edge,1990,1990s,Comedy,High,22000000.0,39071603.0,77.59819545454546,6.7,84.0,66.0
City Slickers,1991,1990s,Action,High,27000000.0,179033791.0,563.0881148148148,6.8,90.0,64.0
Mississippi Burning,1988,1980s,Thriller,Mid,15000000.0,34604000.0,130.69333333333333,7.8,84.0,90.0
